Date	Fuel	Settlement Type	Total	0:15	0:30	0:45	1:00	1:15	1:30	1:45	2:00	2:15	2:30	2:45	3:00	3:15	3:30	3:45	4:00	4:15	4:30	4:45	5:00	5:15	5:30	5:45	6:00	6:15	6:30	6:45	7:00	7:15	7:30	7:45	8:00	8:15	8:30	8:45	9:00	9:15	9:30	9:45	10:00	10:15	10:30	10:45	11:00	11:15	11:30	11:45	12:00	12:15	12:30	12:45	13:00	13:15	13:30	13:45	14:00	14:15	14:30	14:45	15:00	15:15	15:30	15:45	16:00	16:15	16:30	16:45	17:00	17:15	17:30	17:45	18:00	18:15	18:30	18:45	19:00	19:15	19:30	19:45	20:00	20:15	20:30	20:45	21:00	21:15	21:30	21:45	22:00	22:15	22:30	22:45	23:00	23:15	23:30	23:45	0:00	01:15 (DST)	01:30 (DST)	01:45 (DST)	02:00 (DST)
11/02/2019	Gas-CC	FINAL	347,019.7	2,809.8	2,754.3	2,714.4	2,711.3	2,653.0	2,645.0	2,633.4	2,660.3	2,690.9	2,725.6	2,732.7	2,750.4	2,799.4	2,825.0	2,841.6	2,892.6	2,983.2	3,046.4	3,098.1	3,174.0	3,254.3	3,294.0	3,377.4	3,438.7	3,556.3	3,689.6	3,822.3	3,892.6	3,984.2	3,987.9	4,018.8	4,070.7	4,182.9	4,286.1	4,324.3	4,347.9	4,398.2	4,431.6	4,425.8	4,398.8	4,352.4	4,251.8	4,155.1	4,085.0	4,065.2	4,055.9	4,073.8	4,089.3	4,098.6	4,070.3	4,029.8	4,028.6	3,990.7	3,927.2	3,852.4	3,813.7	3,773.3	3,739.6	3,710.3	3,692.6	3,707.0	3,775.3	3,768.4	3,767.3	3,744.7	3,729.6	3,718.0	3,731.1	3,720.5	3,748.6	3,745.4	3,771.0	3,773.8	3,834.5	3,866.1	3,923.4	3,918.2	3,888.9	3,844.0	3,848.9	3,837.2	3,753.2	3,744.3	3,745.0	3,689.0	3,636.9	3,631.0	3,578.6	3,534.1	3,486.8	3,475.4	3,407.7	3,300.8	3,164.7	3,056.7	2,974.5				
11/02/2019	Hydro	FINAL	713.0	2.5	2.5	2.5	2.5	2.6	2.7	2.9	2.9	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.9	3.0	3.0	3.0	6.7	13.2	13.2	13.2	13.2	13.2	13.2	13.2	13.3	13.2	13.2	13.2	13.2	21.5	21.6	21.6	20.9	12.0	11.4	11.4	11.3	13.2	13.3	13.3	12.3	3.1	3.1	3.0	3.1	3.2	3.3	3.3	3.2	3.2	3.2	3.2	3.2	6.3	9.9	9.5	9.5	9.5	9.4	10.2	9.6	9.7	9.6	9.7	9.6	9.7	9.7	9.7	9.7	9.6	9.4	9.4	9.2	9.1	9.1	9.1	9.2	7.1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5				
11/02/2019	Nuclear	FINAL	88,768.0	925.3	925.0	924.9	924.8	924.8	924.9	925.0	924.7	924.7	924.9	924.8	924.7	924.8	924.7	924.8	924.8	924.9	924.7	924.6	924.3	924.6	924.7	924.6	924.9	924.8	924.9	924.8	924.9	925.1	924.6	924.6	924.8	924.9	924.9	924.9	925.0	925.0	925.0	924.8	924.7	924.8	925.0	925.0	925.1	925.1	925.0	925.1	924.5	924.0	924.2	924.6	925.0	924.9	925.2	924.9	925.0	924.9	925.0	925.0	924.5	923.8	924.4	923.8	924.0	924.1	923.7	923.8	924.3	924.6	924.3	924.5	924.3	924.4	924.7	924.6	924.5	924.7	924.7	924.9	924.8	924.8	924.7	924.8	924.7	924.7	924.6	924.7	924.4	924.6	924.6	924.3	924.1	924.3	924.2	923.8	924.4				
11/02/2019	Other	FINAL	-16.5	-0.6	-1.3	-0.6	-0.5	-0.7	-0.3	0.6	-1.0	-1.0	-0.2	-0.2	-0.7	0.1	-0.6	-0.2	-0.2	0.4	-0.8	0.0	-1.1	0.6	1.1	-1.8	0.0	-1.2	0.6	-0.6	-0.5	-0.4	0.1	-0.5	0.3	-0.2	-0.7	-0.8	0.1	0.1	-0.5	-0.2	-0.1	0.3	-0.8	-0.7	0.6	-0.7	0.4	-1.5	-0.3	-0.9	-0.1	0.1	0.2	-2.2	0.7	-1.9	-0.9	-0.5	-0.6	0.3	-1.1	1.7	2.5	1.0	1.1	2.1	0.6	1.4	1.1	1.4	0.3	1.7	-0.5	-0.6	-0.5	-0.2	-0.5	0.2	-1.6	0.1	-0.7	-0.6	0.1	-0.8	1.0	-1.0	-1.1	0.9	-1.3	1.8	-1.3	-0.8	0.1	1.7	-1.5	-1.6	0.6				
11/02/2019	Solar	FINAL	15,569.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	3.4	22.8	65.4	129.5	205.9	291.2	385.4	419.4	441.7	458.1	457.8	462.1	464.1	461.7	460.5	458.7	458.9	454.7	451.1	447.4	445.1	446.1	443.9	449.5	447.8	445.5	448.5	449.0	450.5	452.6	447.7	441.2	435.9	434.0	441.9	419.6	401.6	353.6	282.8	213.2	132.5	66.5	18.4	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				
11/02/2019	Wind	FINAL	158,135.3	3,076.7	3,132.5	3,171.7	3,173.3	3,215.4	3,256.8	3,267.5	3,243.1	3,205.6	3,164.7	3,106.6	3,070.4	3,024.9	3,002.2	3,003.5	3,005.1	2,993.4	2,939.7	2,906.9	2,837.9	2,762.2	2,764.3	2,721.0	2,652.1	2,499.3	2,452.5	2,335.4	2,253.4	2,241.0	2,193.5	2,147.9	2,064.7	1,949.7	1,810.7	1,679.3	1,517.1	1,296.7	1,078.3	929.2	879.7	905.8	987.5	1,066.6	1,103.0	1,094.3	1,032.9	960.1	854.0	741.9	669.5	627.3	589.3	566.9	567.3	561.0	558.2	569.3	572.6	587.8	619.6	636.7	636.4	631.8	628.0	624.9	660.5	673.5	687.5	697.5	704.4	708.1	699.3	686.5	673.0	694.9	735.8	814.2	910.6	1,014.6	1,084.2	1,156.2	1,231.3	1,294.5	1,330.7	1,389.5	1,435.7	1,494.6	1,560.1	1,611.3	1,654.0	1,726.9	1,804.9	1,940.0	2,063.7	2,214.0	2,364.8				
11/03/2019	Biomass	FINAL	886.3	9.0	9.0	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.0	7.6	7.4	7.4	7.7	8.3	8.5	7.7	7.7	8.2	8.8	8.8	8.8	8.8	8.8	8.8	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	9.1	9.1	9.1	9.1
11/03/2019	Coal	FINAL	166,150.3	1,947.0	1,947.8	1,852.6	1,789.5	1,737.6	1,718.2	1,717.4	1,700.0	1,622.1	1,595.7	1,620.9	1,634.6	1,638.1	1,612.9	1,625.4	1,633.5	1,620.1	1,653.1	1,673.6	1,665.1	1,640.0	1,656.5	1,638.8	1,570.2	1,603.7	1,693.7	1,691.9	1,689.9	1,693.1	1,698.5	1,725.1	1,753.8	1,801.9	1,866.0	1,880.9	1,837.0	1,840.1	1,809.8	1,778.2	1,731.6	1,660.1	1,602.1	1,582.3	1,569.5	1,570.9	1,554.7	1,541.6	1,533.7	1,513.7	1,501.0	1,499.1	1,486.6	1,479.6	1,494.8	1,502.4	1,511.6	1,514.6	1,518.4	1,533.2	1,534.8	1,548.6	1,542.4	1,545.7	1,539.2	1,546.3	1,582.2	1,679.1	1,856.7	2,048.6	2,200.8	2,241.1	2,249.2	2,211.5	2,105.8	1,958.3	1,814.1	1,729.7	1,685.0	1,636.0	1,595.0	1,562.2	1,540.0	1,518.0	1,490.1	1,482.2	1,496.9	1,506.4	1,506.9	1,509.8	1,505.5	1,496.4	1,492.1	1,493.1	1,481.3	1,462.8	1,416.6	1,690.2	1,642.6	1,623.5	1,607.9
11/03/2019	Gas	FINAL	26,521.0	168.9	167.7	167.7	167.8	167.8	168.1	167.4	166.7	168.9	168.9	169.9	169.6	169.0	169.3	169.9	170.4	171.3	170.3	170.1	175.3	181.6	183.2	178.9	194.2	208.2	222.4	250.6	273.6	294.7	299.9	301.2	298.3	298.4	302.6	298.4	304.1	291.6	291.7	296.6	292.5	291.1	297.1	304.7	302.6	302.4	300.5	306.0	302.6	318.5	329.2	341.2	356.2	386.4	393.7	392.6	397.8	393.8	383.7	379.7	368.9	370.0	363.1	368.4	364.5	370.8	370.4	370.4	370.0	365.5	353.3	351.7	366.0	360.7	354.2	345.3	338.3	341.2	337.4	334.1	337.7	327.7	279.1	232.4	223.5	213.1	191.6	170.6	170.7	179.6	178.3	180.5	178.2	174.9	173.8	174.4	170.5	166.8	168.7	168.2	168.8
11/03/2019	Gas-CC	FINAL	269,454.8	2,813.5	2,657.8	2,596.3	2,598.9	2,520.6	2,444.3	2,392.8	2,371.7	2,331.6	2,324.3	2,355.5	2,349.1	2,339.3	2,340.7	2,371.3	2,347.0	2,410.6	2,407.0	2,457.6	2,460.0	2,567.5	2,645.3	2,698.1	2,741.1	2,858.9	2,863.4	2,851.2	2,842.3	2,901.5	2,937.9	2,964.7	2,973.1	3,014.9	3,054.6	3,034.4	3,039.7	3,021.2	2,903.6	2,817.9	2,751.1	2,699.6	2,679.8	2,713.3	2,706.2	2,705.5	2,716.0	2,756.2	2,772.4	2,788.4	2,785.3	2,808.4	2,761.9	2,785.5	2,799.6	2,805.8	2,826.6	2,874.8	2,934.9	2,952.7	2,970.8	3,027.6	3,037.0	3,037.4	3,031.9	3,065.2	3,155.9	3,199.4	3,210.7	3,217.6	3,233.0	3,216.6	3,246.5	3,250.4	3,237.8	3,203.2	3,173.1	3,115.5	3,031.1	2,892.1	2,812.8	2,764.4	2,736.4	2,662.2	2,614.4	2,568.8	2,496.4	2,403.4	2,283.1	2,132.0	2,007.6	1,956.6	1,892.6	1,822.0	1,741.3	1,727.7	1,684.9	2,359.8	2,323.0	2,326.1	2,340.5
11/03/2019	Hydro	FINAL	597.2	2.7	2.7	2.7	2.7	2.7	2.7	3.2	3.3	3.3	3.3	3.3	3.3	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.4	3.4	3.4	3.4	3.4	3.4	3.4	11.5	11.5	11.3	10.5	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.2	3.2	3.2	3.2	3.9	9.5	9.6	9.7	9.8	9.8	9.8	9.8	9.7	9.6	9.5	9.5	11.7	20.1	20.3	20.4	20.3	20.4	20.3	20.3	19.6	10.6	10.1	10.1	10.1	4.4	3.4	3.3	3.3	3.0	2.9	2.9	2.9	2.9	2.9	2.9	2.9	3.3	3.3	3.3	3.3
11/03/2019	Nuclear	FINAL	92,388.6	923.6	923.3	923.6	923.2	923.2	923.3	923.2	923.2	923.5	923.6	923.7	923.8	923.5	923.5	923.6	923.4	923.5	923.6	923.6	923.4	923.4	923.3	923.8	924.3	924.2	924.2	924.3	924.3	924.5	924.4	924.3	924.2	924.4	924.6	924.3	924.2	923.9	924.1	924.2	924.3	924.2	924.1	923.8	923.5	923.6	924.1	924.1	924.1	924.2	924.4	924.5	924.3	924.5	924.3	924.4	924.4	924.5	924.5	924.5	924.5	924.4	924.2	924.2	924.2	924.4	924.3	924.2	924.1	924.3	924.1	924.1	924.2	924.2	924.2	924.3	924.3	924.1	923.6	923.5	923.7	923.6	923.7	923.8	923.1	923.7	923.3	923.2	923.7	923.9	923.3	923.2	923.6	923.8	923.8	923.7	923.5	922.5	922.7	923.3	923.7
11/03/2019	Other	FINAL	-47.1	-0.7	-1.2	-0.3	-0.5	-0.8	-0.1	-1.4	-0.7	-1.0	0.2	-0.6	-0.2	-0.3	0.0	-0.5	-0.1	-0.3	0.1	-0.7	0.2	-0.5	-1.0	-0.5	0.6	0.1	-1.3	-0.2	-0.4	0.3	-0.7	0.2	-1.1	-2.0	-1.8	-3.1	-2.6	-4.0	-2.6	-2.2	-2.8	-2.1	-2.8	-3.1	-2.3	-1.6	-0.5	-0.6	0.4	-1.0	-0.1	-0.4	-0.6	1.4	0.0	-0.6	1.1	-0.8	-0.9	-0.4	1.7	-1.8	-1.0	-0.3	-0.5	-0.4	-0.9	0.3	0.9	2.7	1.1	2.5	2.9	2.2	-0.3	-0.3	-0.1	0.2	-1.2	0.7	-0.7	-0.4	-0.7	-0.1	-0.4	0.0	1.3	-1.8	-0.9	0.4	-0.9	-0.3	-0.3	0.1	1.0	-1.5	-0.6	-0.8	1.0	-1.7	0.8
11/03/2019	Solar	FINAL	12,704.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	3.2	13.8	36.3	67.3	115.7	177.1	275.9	327.4	335.7	383.1	382.2	367.0	383.5	401.2	387.4	386.1	390.0	397.4	400.2	406.1	398.0	402.0	415.1	426.1	413.4	413.2	423.3	419.9	417.5	411.6	398.4	393.7	358.6	323.5	317.0	318.0	269.4	205.8	146.6	94.3	61.9	29.4	9.9	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11/03/2019	Wind	FINAL	318,038.8	2,503.6	2,649.4	2,765.8	2,843.2	2,918.5	3,008.5	3,065.3	3,107.8	3,244.7	3,275.8	3,254.9	3,254.4	3,280.2	3,329.4	3,350.8	3,362.5	3,393.9	3,392.9	3,388.9	3,441.2	3,458.0	3,447.3	3,486.1	3,553.0	3,590.0	3,608.1	3,643.7	3,683.0	3,728.8	3,765.7	3,754.6	3,674.5	3,576.7	3,425.3	3,291.9	3,209.4	3,194.8	3,234.5	3,291.5	3,319.9	3,335.7	3,306.4	3,236.5	3,151.6	3,105.9	3,044.4	2,975.9	2,895.5	2,864.6	2,833.2	2,772.9	2,741.2	2,696.2	2,666.3	2,620.7	2,572.4	2,509.9	2,470.0	2,444.2	2,443.6	2,422.4	2,452.3	2,456.2	2,467.1	2,485.4	2,465.4	2,421.4	2,311.3	2,238.6	2,215.2	2,322.9	2,475.3	2,624.2	2,822.8	3,038.2	3,210.5	3,350.3	3,482.2	3,601.4	3,696.4	3,750.1	3,817.2	3,878.1	3,914.9	3,901.4	3,899.5	3,904.3	3,906.4	3,906.3	3,927.3	3,852.4	3,770.6	3,745.3	3,731.8	3,689.2	3,660.2	3,121.4	3,203.0	3,216.1	3,228.4
